CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,AvgOrderValue,PC1,PC2,Cluster
13483,66,1,140.34,160,10,140.34,-1.4727586813224354,0.2891403979877042,2
13485,233,1,284.04,189,18,284.04,-0.9121532728845076,1.4854302044656502,2
13486,78,3,959.95,597,60,319.9833333333333,1.1238003563050143,0.8748036147793348,3
13487,58,3,361.1,239,19,120.36666666666667,-0.3617720830322627,-0.2579456438210842,3
13488,17,13,6161.53,3564,231,473.9638461538461,4.227516498606438,0.0007165636797309,0
13489,158,2,128.64,104,10,64.32000000000001,-1.9317175550714605,-0.3044316155464133,2
13491,52,10,943.34,791,60,94.334,1.394999455683806,-1.0054600875283333,3
13492,136,3,594.24,320,23,198.08,0.0250792326584473,0.5618608525285124,3
13493,287,1,14.85,3,1,14.85,-5.549143628074288,-1.4046622892083869,2
13494,312,1,296.1,114,17,296.1,-1.1469001378253667,1.6055160208896055,2
13495,8,5,622.62,390,24,124.524,0.773283909099622,-1.2320292164938171,0
13496,11,2,492.83,309,23,246.415,0.3969792920072089,-0.0840059612439482,1
13497,283,2,348.05,163,19,174.025,-0.8749326484498394,0.881669141025333,2
13499,29,4,464.69000000000005,267,20,116.1725,0.05708729831736,-0.7073975485326757,3
13500,23,3,971.2,490,51,323.7333333333333,1.2586386366019655,0.3579900884924129,3
13501,288,1,584.32,338,35,584.32,0.0775856297605904,2.297577991741474,2
13502,17,3,212.7,250,15,70.89999999999999,-0.5909677410719408,-1.2291182552874071,1
13503,71,1,192.95,246,16,192.95,-0.9082691803204496,0.6632976716775963,2
13504,64,1,260.48,175,19,260.48,-0.7070798820777141,0.8734981959833831,2
13505,73,4,2905.01,2069,162,726.2525,2.8698571221213185,1.5849958135418003,3
13506,316,2,379.45,235,21,189.725,-0.6606392425468856,1.0351739981744812,2
13507,3,4,1952.01,1396,127,488.0025,2.9550782247730325,-0.0311170143414491,0
13508,244,1,66.42,19,9,66.42,-3.138388662038252,0.0430242273136771,2
13509,9,5,662.68,685,23,132.536,0.9870378173969072,-1.1011141863648315,0
13510,1,4,1565.02,1225,76,391.255,2.681349963110517,-0.5694042842463723,0
13512,261,1,228.51,141,13,228.51,-1.3365007558618165,1.29665920026344,2
13513,127,1,132.6,60,8,132.6,-2.0917353865180046,0.4291977004768598,2
13514,74,1,70.80000000000001,24,2,70.80000000000001,-3.230017516601553,-0.4960550187037879,2
13515,73,4,833.82,675,47,208.455,0.9871861518218128,0.3142249132278434,3
13516,73,2,607.91,319,36,303.955,0.3489559175993172,0.902643373164022,3
13517,60,3,1839.49,1210,112,613.1633333333333,2.1977729599118057,1.4349205140913155,3
13518,86,1,567.72,336,31,567.72,0.2685584096314075,1.7581924437686105,2
13519,78,1,78.95,19,6,78.95,-2.898076519398117,-0.3161262263534018,2
13520,59,6,1078.15,705,42,179.6916666666667,1.2374349832685507,-0.1336527939097156,3
13521,1,3,1000.1,727,305,333.3666666666667,2.6785821847941453,-0.4662986010299008,0
13522,30,1,125.8,44,5,125.8,-2.0950805606657066,-0.2681034089382014,1
13523,33,5,1948.48,1214,109,389.696,2.387781044129728,0.5257231231588153,3
13524,41,5,422.54,206,13,84.50800000000001,-0.3324307952995303,-1.0166661884184476,3
13527,34,7,1906.0,1393,136,272.2857142857143,2.5308889907027217,0.0640371484335266,0
13529,79,2,206.06,68,13,103.03,-1.4672122459789831,-0.1918778690138977,2
13531,205,2,235.5,102,12,117.75,-1.4536554609844614,0.3388392879105482,2
13532,34,1,210.31,129,66,210.31,-0.3663079159094445,0.5219284441594727,1
13533,183,3,246.94,201,59,82.31333333333333,-0.5329057011461862,-0.0176244467155936,2
13534,2,24,3914.98,2258,101,163.12416666666667,3.852585417796894,-2.1735006116002613,0
13536,1,7,1908.41,885,75,272.63,2.75874941966905,-1.218637134317108,0
13538,121,1,17.85,3,1,17.85,-5.223586388519429,-1.6136591931740518,2
13539,86,3,446.52,254,26,148.84,-0.1373718880785294,0.1202450704848321,3
13544,40,2,221.26,119,68,110.63,-0.425545372772897,-0.2253708718975948,1
13546,12,3,553.29,353,70,184.43,0.95434567459269,-0.3788801318285886,1
13548,96,2,512.84,308,102,256.42,0.552333931197869,0.961909890581142,3
13549,26,7,709.25,397,33,101.32142857142856,0.7946975476347519,-1.1120775627807753,3
13551,319,1,53.55,9,3,53.55,-3.983005802334732,-0.1603126399044318,2
13552,66,12,1457.19,700,56,121.4325,1.6376834781834084,-0.816235333450145,0
13555,74,4,1529.6,1040,78,382.4,1.819982924514833,0.920849535244608,3
13557,28,2,524.0600000000001,498,30,262.03000000000003,0.5273489007629195,0.3939412960610335,1
13558,6,4,561.11,340,119,140.2775,1.3096232341431815,-0.9756212035982073,1
13560,7,1,174.37,64,32,174.37,-0.725595689157637,-0.3700792543950447,1
13561,216,1,39.01,49,11,39.01,-3.119767749521846,-0.3850602462208801,2
13562,82,3,1167.56,558,34,389.18666666666667,1.0210017373785405,1.0091218783561275,3
13563,84,2,262.33,124,38,131.165,-0.6647711703723601,0.1764388950272271,2
13564,354,2,761.4200000000001,454,54,380.71,0.4697561267259945,1.8149983827684983,3
13565,19,2,240.22,172,35,120.11,-0.3311735353256588,-0.4920456282506728,1
13566,41,2,817.16,566,132,408.58,1.4265915037882058,1.0789817581414225,3
13568,173,1,175.0,68,39,175.0,-1.2988916406043736,0.9451172748590114,2
13569,17,2,286.1,155,66,143.05,0.0406818410511206,-0.3338997085707665,1
13570,243,1,130.52,110,23,130.52,-1.635728385293254,0.8165601624269597,2
13571,13,12,2017.27,1704,153,168.10583333333332,2.95776688874569,-1.0400356229133048,0
13572,206,1,326.23,117,15,326.23,-1.0175567291692031,1.507027220795952,2
13573,50,2,196.86,83,20,98.43,-1.1708215566377498,-0.3691330033157551,1
13575,23,5,674.57,443,39,134.91400000000002,0.8558028710907157,-0.6996534120852324,3
13576,10,16,1166.94,737,62,72.93375,1.956081735479064,-2.1808658246432597,0
13577,25,4,1131.7,682,45,282.925,1.4444746282703875,0.1375163726166279,3
13579,15,2,281.69,91,14,140.845,-0.7363815462354897,-0.5709945416566015,1
13581,309,1,56.95,23,7,56.95,-3.333026076120255,0.0009424947630191,2
13583,156,1,691.05,531,48,691.05,0.6309295551175802,2.2459484234709293,2
13584,307,1,75.75,30,18,75.75,-2.6699090135329664,0.340285415090408,2
13587,64,1,68.4,36,3,68.4,-2.968192657192282,-0.5331117750639974,2
13588,16,9,2252.61,2314,125,250.29,2.9984400851356328,-0.4360060113606483,0
13589,15,2,256.05,105,15,128.025,-0.7343400617653781,-0.6381777787496276,1
13590,11,6,1244.7,886,61,207.45,1.9328401220379428,-0.6344194378836255,0
13591,65,3,809.58,456,46,269.86,0.8265856504382489,0.6097700197949105,3
13592,36,3,159.51,77,11,53.17,-1.5136418699319518,-1.2770848646707202,1
13593,108,5,1450.3300000000002,645,59,290.06600000000003,1.4271617601870177,0.6596674250762167,3
13594,53,1,396.97,359,26,396.97,0.046145854837761,1.2361275435027872,1
13596,6,2,619.84,398,126,309.92,1.454690300348167,0.0611931989751211,1
13598,47,1,134.07,54,31,134.07,-1.3980264363237231,0.1395609396021529,2
13599,1,21,2679.12,2065,142,127.57714285714285,3.725114217844514,-2.4436434975654437,0
13600,312,1,66.52,64,10,66.52,-2.725018783708252,0.2328142874326145,2
13601,45,2,663.08,476,88,331.54,1.017947675904438,0.8869139795784042,3
13602,65,1,398.65,219,22,398.65,-0.2373754037296291,1.276720588504993,2
13603,26,1,129.44,160,25,129.44,-0.9929238571599416,-0.0810969159251768,1
13606,29,2,152.22,127,34,76.11,-0.8992404247884428,-0.7375466065683656,1
13607,40,1,565.5600000000001,278,86,565.5600000000001,0.7621521687147796,1.520803657427917,1
13610,12,7,891.78,489,145,127.39714285714284,1.7940689811982744,-1.070868241236066,0
13611,89,3,974.16,594,62,324.72,1.117940781373446,0.944854956651988,3
13614,24,4,1076.86,522,150,269.215,1.7926689984908015,0.1716294042184387,3
13615,319,1,345.33000000000004,161,20,345.33000000000004,-0.8442171792104348,1.784995895703516,2
13617,40,3,444.04,216,27,148.01333333333335,-0.0209165884224111,-0.2069024716981032,3
13618,174,1,154.54,162,11,154.54,-1.5679740202949863,0.7836214524700641,2
13621,117,1,209.85,243,18,209.85,-0.9102393161358636,0.9525682167629052,2
13623,31,5,392.05,234,64,78.41,0.3287764322719683,-1.043296507988724,3
13626,253,1,241.33,207,18,241.33,-1.0258975942939477,1.3844311164464502,2
13627,59,5,1164.23,859,70,232.846,1.55549172643406,0.2534299767292937,3
13629,143,1,281.01,217,18,281.01,-0.7643503124198034,1.2817044835884654,2
13630,5,7,787.74,511,44,112.53428571428572,1.410567533156302,-1.6090169282283342,0
13632,25,5,1713.61,827,106,342.72200000000004,2.1947288931171367,0.2742077858418061,3
13634,33,5,1102.61,632,137,220.522,1.791745841029747,0.0104210891923522,3
13635,68,1,986.43,667,59,986.43,1.2563778304311983,2.244637393882449,3
13636,37,5,720.83,535,48,144.166,0.9569935403957182,-0.4185347719308551,3
13637,52,3,741.25,402,75,247.08333333333331,0.9516799316582664,0.4781000086078536,3
13638,16,1,97.14,91,7,97.14,-1.791800227555319,-0.6691914103495554,1
13639,74,1,593.24,554,36,593.24,0.5750062003941525,1.7803583122678206,3
13642,216,1,268.55,165,50,268.55,-0.5937223823132647,1.4886394257619833,2
13643,31,3,468.44,267,22,156.14666666666668,0.0734593031422229,-0.2690607695069125,3
13644,16,4,1979.09,1327,118,494.7725,2.601372571528585,0.5769160087979235,3
13645,120,1,30.6,12,1,30.6,-4.384701830892503,-1.090513041300865,2
13647,10,4,1164.52,673,49,291.13,1.6841203349959182,-0.1911419728704646,0
13649,257,2,250.45,126,21,125.225,-1.167943118171829,0.5491147649048774,2
13650,17,6,1397.49,851,68,232.915,1.9636904764394103,-0.3568480751001233,0
13651,40,1,63.3,30,4,63.3,-2.9025946741364472,-0.783301298359259,2
13652,46,3,1003.64,474,43,334.5466666666667,1.0584680804352884,0.6503032237623555,3
13654,43,6,2208.87,1542,135,368.145,2.616924449858109,0.5169367095231724,3
13655,114,2,753.22,470,42,376.61,0.622213904417789,1.3126258993793107,3
13656,165,2,319.79,252,43,159.895,-0.351178043748456,0.6854047415247831,2
13657,11,2,156.6,90,10,78.3,-1.2632578662919138,-1.2274657247516436,1
13658,10,5,1488.25,791,71,297.65,2.097021435706483,-0.2484406801397514,0
13659,206,2,1106.97,703,76,553.485,1.1770089903912817,1.973928681725824,3
13662,86,3,663.5600000000001,487,41,221.1866666666667,0.5876961170612769,0.546859024952188,3
13663,179,1,91.07,79,7,91.07,-2.410170505791508,0.2547308264680761,2
13666,60,3,67.65,39,10,22.55,-2.56663812740538,-1.8454589892614184,2
13667,149,1,258.17,149,77,258.17,-0.4106546707627802,1.332840837762428,2
13668,3,21,4111.85,2277,247,195.80238095238096,4.167306419450946,-1.7247983583137716,0
13669,51,2,160.2,108,6,80.1,-1.6821219163195014,-0.624044542125178,1
13670,75,1,333.2,280,24,333.2,-0.2878179200109367,1.203951584265201,2
13672,301,2,91.83,25,3,45.915000000000006,-3.247097460116956,-0.5095814509513421,2
13673,19,2,257.77,102,43,128.885,-0.3835087481572417,-0.4462676919304408,1
13675,151,2,473.38,298,24,236.69,-0.1879348602632611,0.946246478840622,3
13678,152,1,72.56,104,5,72.56,-2.5688556774746005,-0.0178052407819668,2
13680,1,4,1569.63,1097,139,392.4075,2.882933402281308,-0.5181947721339468,0
13681,18,4,713.53,306,34,178.3825,0.7492126273102506,-0.471374832656815,3
13682,187,1,34.0,8,2,34.0,-4.371451536937578,-0.8031009143417561,2
13684,286,1,67.23,39,29,67.23,-2.472364201180637,0.2676191249535435,2
13685,3,4,20.92,28,26,5.23,-2.579361717869677,-4.235477862531975,1
13686,183,1,72.0,70,8,72.0,-2.595050737272889,0.0651691525460771,2
13689,63,1,15.0,12,1,15.0,-4.78438691277698,-1.9496215151940537,2
13690,59,1,81.60000000000001,60,6,81.60000000000001,-2.407285905525095,-0.3301749416038985,2
13692,25,2,464.64,792,31,232.32,0.6370191574007217,0.2770855595966777,1
13694,4,16,663.09,627,34,41.443125,1.3916089764502249,-3.0603261910379382,0
13695,31,13,1233.97,799,39,94.92076923076924,1.585150224688471,-1.4127915372115982,0
13697,39,1,151.3,177,12,151.3,-1.1972726800262934,0.1601996325074896,1
13699,155,1,70.08000000000001,36,4,70.08000000000001,-3.051763848971772,-0.1246699675687983,2
13700,26,10,1456.42,1555,136,145.642,2.454139650906339,-0.7933439160812725,0
13704,5,9,1738.6,1323,92,193.1777777777778,2.697642206655797,-1.1616448721526396,0
13705,8,3,433.38,318,23,144.46,0.3703024685849951,-0.8524263292334072,1
13706,303,1,290.89000000000004,187,19,290.89000000000004,-0.9339930714502674,1.619840006597573,2
13707,267,2,581.36,290,40,290.68,0.0382851274122062,1.4064472388426157,2
13708,271,1,272.01,257,47,272.01,-0.4973559758281096,1.6175166018635676,2
13709,4,12,4276.88,2816,204,356.4066666666667,4.0741204820042185,-0.7604088427772201,0
13710,32,1,94.56,96,6,94.56,-1.9924871133548772,-0.4235091936407321,1
13711,219,2,232.16000000000005,138,10,116.08,-1.4373932617721767,0.3580234788828186,2
13712,247,1,88.2,60,6,88.2,-2.6573255297256204,0.3312479779992633,2
13715,281,5,1018.2,525,86,203.64,1.0134270535816174,0.7725233967925295,3
13716,269,1,138.28,138,21,138.28,-1.56568670985441,0.9154314576162286,2
13717,32,6,1088.32,1080,76,181.38666666666663,1.7636226070226584,-0.2937305129943255,3
13718,246,2,130.8,44,6,65.4,-2.5035673397878586,-0.2031762293991908,2
13719,15,5,855.41,447,50,171.082,1.232564772044995,-0.6408117520735414,3
13720,117,4,685.8,354,40,171.45,0.4337972440692878,0.2836881356084834,3
13721,36,1,431.34,286,24,431.34,0.081580834934848,1.1278353633407048,1
13722,132,3,1203.88,886,56,401.29333333333335,1.3046532190395803,1.3089753503624282,3
13723,217,1,102.9,22,4,102.9,-2.9968244423482444,0.3148512972693334,2
13725,50,7,1203.52,642,75,171.93142857142857,1.568469028561749,-0.2822101051778432,3
13726,39,2,429.12,540,34,214.56,0.3769225884064689,0.372047389547388,1
13727,29,2,285.78,156,18,142.89,-0.5742020647190413,-0.2381880096933847,1
13728,37,6,437.44,388,23,72.90666666666667,0.1769160185299016,-1.1969052591408256,3
13730,136,2,482.95,421,30,241.475,0.0617714081238086,0.9626672915185562,3
13731,219,2,511.59,270,30,255.795,-0.1572241152348928,1.1821207757113452,2
13732,28,1,491.86,498,33,491.86,0.5625571392826102,1.2046386792354014,1
13735,25,4,1784.54,969,132,446.135,2.356914876807365,0.6549246521367822,3
13736,5,2,566.05,483,156,283.025,1.571677723366426,-0.0497093012933802,1
13737,200,1,146.05,64,21,146.05,-1.7338351989301848,0.789396278740601,2
13740,241,1,234.71,205,17,234.71,-1.0623849071592792,1.334367963534446,2
13741,72,3,405.63,190,23,135.21,-0.3266765274246563,-0.0661662944657874,3
13742,17,12,1833.06,905,168,152.75500000000002,2.634839455842967,-1.0502133201107984,0
13743,3,7,409.2,312,5,58.457142857142856,-0.0007776430760227,-2.562703809870413,0
13744,95,2,952.5,924,45,476.25,1.119357967117628,1.491167797843982,3
13745,162,1,241.36,388,22,241.36,-0.624952250678514,1.2574358564305643,2
13748,96,4,328.7,230,19,82.175,-0.5460383665333987,-0.5284431885280199,3
13750,54,3,162.32,66,9,54.10666666666666,-1.714974748434194,-1.1230352272330522,1
13751,288,1,75.6,45,6,75.6,-2.913930627875178,0.2443865191904506,2
13752,124,6,676.5400000000001,453,56,112.75666666666667,0.6615050453517393,-0.2315494482539655,3
13753,288,1,536.06,448,31,536.06,0.0642455795255495,2.23004076933148,2
13754,152,2,129.6,90,7,64.8,-2.096850145072804,-0.3532707899235555,2
13755,4,8,1556.35,939,208,194.54375,2.836880019320946,-1.107862536682439,0
13756,2,12,1663.16,866,52,138.59666666666666,2.4705973944072315,-1.9962012078349696,0
13758,12,7,1473.74,727,77,210.5342857142857,2.0834269940780654,-0.6689105915520942,0
13759,71,1,340.59000000000003,213,20,340.59000000000003,-0.4272655488510781,1.1662555541903143,2
13760,54,2,286.79,197,50,143.395,-0.2248590630998995,0.1262084581286452,1
13761,50,2,974.65,630,62,487.325,1.263209802604567,1.2505434143612448,3
13762,219,1,133.2,104,5,133.2,-2.1720572099431803,0.657583564350446,2
13764,71,3,1352.96,913,168,450.9866666666667,1.977346202924553,1.2567520286790324,3
13767,2,32,4843.16,2432,40,151.34875,3.726408929582165,-2.506728558841348,0
13769,2,10,1946.31,887,59,194.63100000000003,2.6305775066909645,-1.5766905193229428,0
13771,64,4,1732.9,1062,93,433.225,2.027228495055537,0.9868567988632272,3
13772,34,3,858.78,488,129,286.26,1.4439535148907932,0.494673488487764,3
13774,82,1,314.15,189,20,314.15,-0.5654181930140277,1.1479400321421669,2
13777,9,17,1305.59,881,24,76.7994117647059,1.7686409830283203,-2.2897413905985355,0
13778,103,1,178.7,70,9,178.7,-1.7140996377158526,0.6199463746916687,2
13780,7,2,247.31,160,53,123.655,0.0286992598896331,-0.8176201605695533,1
13781,251,1,68.54,24,13,68.54,-2.9043879729370667,0.1277806273289091,2
13782,13,6,766.5600000000001,326,87,127.76,1.2944393430282084,-1.0217137787891803,0
13784,219,3,126.3,90,4,42.1,-2.381074493472712,-0.8011225305106535,2
13786,367,1,109.2,96,5,109.2,-2.469661608402716,0.696466077903599,2
13787,76,2,231.55,187,20,115.775,-0.8410489680253226,-0.0039328748691084,2
13790,4,1,236.84,424,37,236.84,0.3566802649286659,-0.1660059814156893,1
13792,66,2,183.05,91,12,91.525,-1.446711090546441,-0.3563460376481048,2
13798,18,8,130.51,103,29,16.31375,-0.9704333127371564,-2.986820302920329,1
13799,117,2,513.16,348,27,256.58,0.032752888819139,0.9308060881017388,3
13800,310,1,439.8200000000001,301,30,439.8200000000001,-0.264924097195893,2.060055745492796,2
13801,67,1,247.1,160,18,247.1,-0.811440254230747,0.8360797201206713,2
13802,139,3,297.82,330,21,99.27333333333333,-0.5480225861046053,-0.0322596674550787,3
13803,255,1,277.07,121,17,277.07,-1.1338586989316497,1.4675472716400977,2
13804,31,7,2082.43,1162,107,297.48999999999995,2.4595852420274187,0.0692317726083158,0
13806,64,1,152.73000000000002,41,8,152.73000000000002,-1.967479621691248,0.2430663460924141,2
13807,367,1,80.8,32,5,80.8,-3.0970642608588754,0.3666939050115508,2
13808,6,5,1013.66,616,53,202.73200000000003,1.6867864859895971,-0.8139220192665151,0
13809,305,1,60.3,20,4,60.3,-3.5222171464566783,-0.0082241956306323,2
13810,29,2,448.66,258,23,224.33,0.0568145000524508,0.206749659357275,1
13812,42,3,452.1,326,30,150.70000000000002,0.1723800002963253,-0.1351020529481839,3
13813,40,4,1050.26,527,49,262.565,1.225599119376356,0.2545467104169616,3
13814,92,2,887.8199999999999,628,31,443.91,0.7854900853510645,1.3577021114834062,3
13815,22,4,2582.46,1710,119,645.615,2.84105239519173,0.95208501904121,3
13816,24,2,367.32,208,21,183.66,-0.1738005153973996,-0.0650326873989702,1
13817,29,2,328.98,208,19,164.49,-0.3388619699873367,-0.0929625507356945,1
13819,302,3,457.35,301,18,152.45000000000002,-0.4711421651631852,0.6419618165997295,3
13821,145,2,321.89,147,49,160.945,-0.4612962051692983,0.6142089428258447,2
13822,6,2,454.8,448,85,227.4,1.0968979236831031,-0.2359838982773234,1
13823,19,2,413.9,303,24,206.95,0.1564612870260612,-0.0187112657276635,1
13824,33,4,677.81,395,24,169.4525,0.5388723200785455,-0.2868459328920835,3
13826,176,1,102.3,74,6,102.3,-2.392161822039832,0.3311560262972313,2
13827,58,3,239.9,125,69,79.96666666666667,-0.4159911611919181,-0.5354394223191162,3
13828,22,1,168.45,95,12,168.45,-1.2155290189812868,-0.0191017498805303,1
13831,16,3,370.77,135,47,123.59,0.0759782024462071,-0.7117297234462803,1
13832,19,1,52.2,28,3,52.2,-3.0089623626394197,-1.27416077897601,1
13833,159,1,226.4,100,19,226.4,-1.2166433539054482,1.0930819194882762,2
13835,25,4,692.37,426,43,173.0925,0.8680371526736279,-0.3230988456240505,3
13837,212,2,226.24,147,16,113.12,-1.253646325337428,0.3669538795342268,2
13838,6,4,527.58,246,130,131.895,1.1791018351863574,-1.041743280475922,1
13842,59,9,2516.05,1543,122,279.5611111111112,2.6529207028607336,0.1595561669061203,0
13844,11,1,345.12,194,19,345.12,-0.0774860709062347,0.4164337718786247,1
13845,65,1,112.86,66,5,112.86,-2.2015094420297348,-0.0191993111476221,2
13846,25,3,733.1600000000001,374,47,244.38666666666668,0.8890144023495872,0.12257463864756,3
13849,52,2,1285.95,970,83,642.975,1.7456517671644167,1.5624886796640631,3
13850,129,1,1478.98,932,87,1478.98,1.7127576955182442,2.919794203532708,3
13851,96,3,1192.52,933,65,397.50666666666666,1.4437274205724553,1.1855769288236415,3
13853,57,1,272.16,150,11,272.16,-0.9075303012671444,0.8060589485874297,2
13854,24,16,651.39,399,17,40.711875,0.5951960197248685,-2.492794766906883,0
13856,169,3,120.3,114,9,40.1,-2.000160408961398,-0.8704953926137549,2
13858,57,1,182.67,71,9,182.67,-1.563756006312953,0.3952322279025885,2
13859,326,1,172.76,126,25,172.76,-1.398303421987566,1.1978813867946938,2
13860,1,5,1106.93,531,53,221.386,1.9770440096072683,-1.272179699195709,0
13862,18,8,2041.96,1610,94,255.245,2.6389100147837827,-0.3516968750037415,0
13863,248,1,264.88,220,18,264.88,-0.9260556027454404,1.460773757431499,2
13865,58,4,437.81,199,24,109.4525,-0.1744842895146926,-0.4782959240806987,3
13866,74,1,145.67,57,7,145.67,-1.96609481594585,0.2721797337549449,2
13867,31,3,719.74,480,42,239.91333333333333,0.8752326107704635,0.1995305459860158,3
13868,39,1,428.37,409,29,428.37,0.2614400373946567,1.1948267147525296,1
13869,123,4,2468.25,1617,205,617.0625,2.632076060431421,1.6654584759187503,3
13870,2,8,1508.94,937,73,188.6175,2.5080556332361805,-1.4458119716462772,0
13871,23,13,4541.85,2360,131,349.3730769230769,3.5479102673509586,-0.2231801769751611,0
13873,120,3,324.05,133,17,108.01666666666668,-0.8580851294292134,-0.0983768896077714,3
13874,358,1,247.45,140,14,247.45,-1.3176412127936088,1.5036114375849952,2
13875,54,5,1438.22,1149,71,287.644,1.852667802411242,0.4205254246114346,3
13876,64,1,98.8,34,6,98.8,-2.476540969951926,-0.1683029119749678,2
13877,86,1,17.4,12,1,17.4,-4.740922508320918,-1.699363325956776,2
13878,55,1,429.27,191,17,429.27,-0.2903856815304009,1.2403395208951598,1
13880,21,13,2519.63,1652,110,193.8176923076923,2.902398820157937,-0.8100433286088313,0
13881,72,4,741.24,492,26,185.31,0.5523801476216247,0.132213462461696,3
13882,3,5,686.34,566,38,137.268,1.3406616731622445,-1.4217542284668196,0
13883,11,5,2080.33,1283,93,416.066,2.6249190265257494,0.1351783942019699,0
13884,7,4,670.45,253,41,167.6125,0.8937853138773578,-0.8830103901709917,1
13885,189,2,390.2000000000001,170,24,195.1,-0.5921777275572692,0.8358184506785883,2
13886,71,1,218.56,124,14,218.56,-1.107247517695194,0.7150588218295046,2
13887,204,1,293.95000000000005,141,16,293.95000000000005,-1.0062700762246024,1.4303315450567002,2
13888,120,2,505.98,248,32,252.99,-0.0406394449993116,0.9224096032510332,3
13889,93,1,265.7,74,12,265.7,-1.2542074347842094,0.9492975273913328,2
13890,1,10,1767.86,798,70,176.786,2.672505139965914,-1.8210026428063144,0
13892,64,2,287.61,279,19,143.805,-0.5081149305563561,0.1338334134018689,1
13893,298,1,150.70000000000002,34,8,150.70000000000002,-2.3785624991344254,0.8589310413485371,2
13894,24,2,430.55,245,23,215.275,0.0455432573211699,0.0913022354484407,1
13895,28,4,1865.12,1034,88,466.28,2.2306924630602407,0.7057327885072867,3
13897,50,1,258.06,182,16,258.06,-0.7121885286832624,0.7511480034516079,1
13898,326,1,138.93,131,11,138.93,-1.8653111133965208,0.9397210585608148,2
13899,16,2,297.92,144,17,148.96,-0.4674461905979573,-0.4504199485620268,1
13900,193,2,553.95,381,35,276.975,0.1176143303603961,1.234803082700061,3
13901,72,5,2196.21,1257,118,439.242,2.3591387292104518,0.9593826589911898,3
13904,37,2,332.64,332,24,166.32,-0.1235874656962471,0.0669151523825866,1
13908,80,4,1759.34,1114,92,439.835,2.004040094256076,1.0943210233418803,3
13911,144,8,1872.71,1363,106,234.08875,2.112411896607751,0.4249625067915133,3
13914,12,2,499.53,301,25,249.765,0.4126546233300158,-0.0329947918199574,1
13917,50,2,252.14,226,15,126.07,-0.724126708840799,-0.1160750671075965,1
13918,50,2,440.9,286,21,220.45,-0.0708056762817956,0.4125118904086527,3
13919,59,2,331.86,471,22,165.93,-0.132306028452179,0.2712337193800769,3
13922,352,1,81.6,56,4,81.6,-2.954869391261743,0.3763882115441458,2
13923,54,1,317.63,181,18,317.63,-0.5222145718373428,0.9729360459351004,1
13924,2,6,1544.05,1089,74,257.34166666666664,2.5578959789315303,-0.9971621314400432,0
13925,93,4,411.1,274,21,102.775,-0.261718720368005,-0.3286147081910019,3
13926,23,1,150.10000000000002,99,8,150.10000000000002,-1.448029794648001,-0.1327093424041583,1
13927,75,1,307.39,194,20,307.39,-0.553866760092473,1.093853519817415,2
13928,11,4,336.47,117,17,84.1175,-0.3556847541169082,-1.4375733090734322,1
13929,169,2,103.65,27,4,51.825,-2.910513983698287,-0.6212933765715178,2
13930,58,2,297.74,250,14,148.87,-0.6144232020392183,0.0891672022423512,1
13931,96,2,915.57,623,53,457.785,1.0071307935645548,1.450439694519354,3
13932,295,1,195.8,60,10,195.8,-1.8882107509627168,1.1362516226768882,2
13933,109,2,369.39,161,18,184.695,-0.6451302287760052,0.5302157410029926,2
13934,264,1,497.05,283,23,497.05,-0.2578671914897155,2.0712998690906,2
13936,180,1,369.74,294,25,369.74,-0.362405520883673,1.6646405080798292,2
13937,169,1,128.25,87,8,128.25,-2.047156648810802,0.5432077696873727,2
13938,35,1,71.66,70,7,71.66,-2.288415641774775,-0.6333792120387974,1
13939,23,3,466.37,593,36,155.45666666666668,0.6121011238423404,-0.2970178535460813,1
13940,17,4,608.96,396,33,152.24,0.7176727586542736,-0.6170754609105212,3
13941,22,5,219.00000000000003,108,8,43.8,-1.1255338768702712,-1.915265496955913,1
13946,79,3,57.33,55,5,19.11,-2.873572921061092,-1.9042930356694452,2
13947,65,1,90.6,44,5,90.6,-2.518315434264365,-0.2345104378015925,2
13948,361,1,23.4,12,1,23.4,-4.829703282330108,-0.8564344943695489,2
13949,3,6,1927.93,1941,119,321.32166666666666,3.068116802854202,-0.6023996668525823,0
13950,11,4,394.7000000000001,248,24,98.675,0.1723797855316209,-1.2206192122901705,1
13951,176,3,504.09,293,32,168.03,-0.0653621392965743,0.550753862305753,3
13952,218,2,1736.661,968,84,868.3305,1.676588849249494,2.419006193040124,3
13953,7,2,182.48,108,7,91.24,-1.1162619450338225,-1.2836928178270437,1
13954,2,2,307.82,140,19,153.91,-0.0295727592470826,-1.1408425481516469,1
13955,154,2,239.31,147,29,119.655,-0.9124598106503872,0.3353290728522713,2
13956,5,5,678.54,398,105,135.708,1.5154613820026297,-1.191292576021592,0
13959,79,3,512.75,347,76,170.91666666666666,0.5223918985507895,0.3229753348906315,3
13960,21,2,159.42000000000002,132,10,79.71000000000001,-1.2443538234113176,-0.9333961319165632,1
13962,22,2,82.1,80,6,41.05,-2.1337578646881306,-1.5572117476365352,1
13963,308,4,469.02,326,27,117.255,-0.259276544744931,0.317532945386646,3
13967,146,1,35.7,6,1,35.7,-4.533444470156167,-0.9191870336709308,2
13969,7,18,5744.58,3191,307,319.1433333333333,4.466936116862902,-0.8693870940593481,0
13971,19,8,2372.6,1494,108,296.575,2.774235029174447,-0.1920771419492771,0
